feature_0,feature_1,feature_2,label
5.4881350392732475,7.151893663724195,6.027633760716439,1
0.18789800436355142,6.176354970758771,6.120957227224214,0
9.437480785146242,6.818202991034834,3.59507900573786,1
3.1542835092418384,3.637107709426226,5.701967704178797,0
9.883738380592263,1.0204481074802807,2.088767560948347,1
2.4442559200160274,1.5896958364551972,1.1037514116430513,0
8.209932298479352,0.9710127579306127,8.379449074988038,1
2.828069625764096,1.201965612131689,2.9614019752214493,0
3.1798317939397602,4.1426299451467,0.6414749634878436,1
0.9394051075844168,5.759464955561793,9.292961975762141,0
6.674103799636817,1.3179786240439217,7.163272041185655,1
6.063932141279244,0.19193198309333526,3.0157481667454933,0
2.9007760721044407,6.180154289988415,4.287687009457661,1
0.11714084185001972,3.599780644783639,7.29990562424058,0
0.18521794460613972,7.936977033574206,2.239246880603801,1
0.5802916032387562,4.344166255581207,3.117958819941026,0
0.6724963146324858,6.793927734985673,4.536968445560453,1
2.5394164259502583,2.13311977367482,5.1820071393066325,0
4.6357542436481065,2.7762870629473193,5.8678434645816875,1
1.1753185596203308,5.1737910715411415,1.3206810634515331,0
3.9605970280729377,5.65421311858509,1.8327983621407862,1
0.8342243544201855,5.521924699224066,5.844760689557688,0
0.16429629591474204,9.295293167921905,6.6991654659091004,1
3.4723351793221955,1.4814086094816503,9.818293898182532,0
4.973913654986627,6.394725163987236,3.685846061296175,1
2.2431702897473924,0.9784448449403405,8.621915174216833,0
9.608346580630002,9.065554992211789,7.740473326986388,1
0.8110138998799676,4.072411714138074,2.322341421709427,0
0.5342718178682526,7.2559436421057875,0.11427458625031028,1
1.4694664540037505,0.7952208258675575,0.8960303423860538,0
8.605511738287937,7.270442627113283,2.7032790523871464,1
0.5537432042119794,3.015986344809425,2.6211814923967824,0
6.832813355476804,6.956254456388572,2.835188465821666,1
2.5942256434535493,3.7381313793256146,5.87599635196389,0
0.44612301254114084,7.99795884570618,0.7695644698663273,1
6.455702444560039,0.3536243575549092,4.304024395080612,0
5.36177494703452,6.813925106038379,2.775960977317661,1
4.240322518898419,2.586840668894077,8.490383084285108,0
9.589827218634735,3.553688484719296,3.5670689040254286,1
1.8523232523618394,4.0125950080360875,9.292914173027139,0
9.453015334790795,8.694885305466322,4.541623969075518,1
0.15606064446828216,4.287957224982378,0.6807407397472021,0
9.742562128180502,9.90345001560894,4.090540953730616,1
2.7243689546596253,3.7905689607742854,3.7429618332091605,0
3.044684073773195,8.391891222586525,2.3774182601563876,1
0.7086977818420837,2.9279403144051885,1.5235470568773046,0
1.3128932847325603,6.04117804020882,3.8280805915785407,1
4.017135353795986,2.48413465082971,5.058663838253084,0
3.7303486388074747,5.249704422542642,7.5059502292898745,1
2.5364252425682277,4.46135512659202,1.0462788874247408,0
7.4009752561768245,6.805144811428258,6.223844285660048,1
2.0492368695970176,3.416981148647321,6.762424822774628,0
5.436780538280952,2.826996509455366,0.3023525800598259,1
0.07884103508440377,3.726790698209955,5.305372145627818,0
3.426109843415903,6.222310588397949,2.7906794822859835,1
1.1570323332709365,5.771402440203418,6.95270005904686,0
9.488610207205074,0.027032138935026984,6.47196653894036,1
0.9088573203240946,2.2775950153786093,4.103015626901256,0
8.869607812174175,6.188261682413765,1.3346147093493443,1
1.7477200416093996,3.8913467710118574,9.521426972954208,0
1.6046764388760104,8.8630466608656,4.4639441548320296,1
0.39615522579517726,0.5994429824957326,0.6107853706678734,0
7.39883917829101,8.98062357213735,6.725823112965213,1
1.7465838539500578,3.279880009080797,6.803486660150016,0
6.07249374011541,4.776465028764161,2.839999767621011,1
0.968039531783742,3.4339172879091606,5.910269008704913,0
3.9725674716804207,9.99277993922171,3.518929961930426,1
