feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,label
0.08488862603490492,0.2982451703378253,0.05644561606639126,0.27613250430665204,0.07264503370858225,0.38108795527939876,0.41143017245035607,0.06380584575823826,0.7107387134705526,0.549390094432085,1
0.3156231705440328,0.8167928677581807,1.0056565931977788,0.6120147989485996,-0.052382811799569676,0.5585770266540384,0.6169604591676899,0.9337257266772236,0.9014634349484708,0.568044947210517,0
0.7282514653167855,0.3392306142774763,0.8193080624577265,0.9196968110112016,0.3407780245153672,0.5251922083169283,0.6585411513275263,0.6514508517698168,0.30038178509860136,0.9203430172040262,0
0.5151611631188158,0.035232471737526694,0.5103349236429265,0.6050907892077402,0.6568792426176022,1.2337561950926355,0.5597462130208075,0.5922253292994517,0.2172427447455629,-0.14665100797659664,0
0.09860454389369462,0.4405857068312218,-0.022586835092759716,0.5154287812210353,0.021245921328801556,0.18007399879641223,0.2769910836639633,0.1831944469069726,0.7549142228397732,0.5232537918966726,1
0.3517358232310242,1.1700939428204948,0.6916708583938111,1.026451191648454,-0.0026313505113793566,0.7890382134994656,0.6069531059695661,0.5767162675011788,0.7529662872133494,0.9093300585409252,0
0.6832783553456543,0.2897342210557776,0.8341006394576225,0.8409199349513707,0.046384556706955876,0.5176373560837774,0.8409030668491779,0.40165596959406885,0.4433591198784666,0.9766347735414055,0
0.09472741151455895,0.776696734732151,0.37311405864947633,0.6572353297742037,0.23067316096685192,0.32972213224906305,0.9408176988137203,0.5754308981515168,0.6845735867376804,0.5657254815849206,1
0.7618559064104037,0.9634858597719469,0.5564244029332615,0.220969346711232,0.22141736401723214,0.2295861559025939,0.5713901869505084,0.45980162134049607,0.9800415084258205,0.6881115334629814,1
0.8682596783986034,0.3030927322251574,0.8402896672667495,0.8101786644125962,0.45200392239160914,0.3762654970141486,0.6550303298489795,0.6346575729332714,0.4337256932837229,1.0898336682299266,0
0.5536507684748091,0.38581303662870176,0.6063975803336168,0.8553198181125263,0.26201094690616655,0.6262813697406664,0.6693414746332583,0.5391447956727946,0.3581324390660249,1.092852313735546,0
0.33500952957826435,0.7941076868939267,0.9731333530229798,0.6936901999723759,0.03812835777648446,0.615279468766105,0.6433717181023431,0.9406295948884306,0.884001643276939,0.53114946517459,0
0.05027201241561927,0.3814537392765713,0.002454337945210978,0.23997744151435887,0.7580122472871808,0.9356922478173221,0.755297852181475,0.3311239879248409,0.49495691820397625,0.3395494760924358,1
-0.18242211079949225,0.3741470945466474,0.26980096040958546,-0.05643746450979842,-0.3371697036206901,0.8050189720938599,0.7010963017827081,0.22665339286896546,0.3545813281024567,0.04577433962598565,1
0.1962411772207232,0.1958226276909952,0.7849332498951025,0.7586135339600752,0.6929872785081089,0.25613663912301643,0.18717939985248278,0.6957393248824298,0.4834788246856705,0.8298091139490301,0
0.6372699968198006,0.35025615734849946,0.6506221339908158,0.8563427419500307,0.23239685261376813,0.513087415409963,0.7014494709039978,0.48765891715672904,0.22385236686468454,1.0955070764043668,0
0.04428994730278892,0.35794752351603076,0.012327933648745858,0.22732008257399694,0.75688716685261,0.9356456840736399,0.7508253959990037,0.3467624148351083,0.49310204223440124,0.3449464332485269,1
0.16179232913260244,0.8264793963649413,0.11321933415165711,0.6106210986390391,0.147538195421784,0.8382934440023715,0.7655274378021414,0.5789246723543642,0.4016978046446707,0.09321919396916072,1
0.19823670420420283,0.9770103969828312,0.40692376189029494,0.8337047188085472,0.35576772250771105,0.29237675310692546,0.7562570925453322,0.7274280734886964,0.30564431090313104,0.23079709024106093,1
0.6579718888573606,0.2550880096609653,0.7250786496636576,0.9447878575326354,0.273141922755895,0.5892413725414576,0.5774750588991604,0.540907224752715,0.21947153462464064,0.9707094170350571,0
0.39355546989172296,1.0957231685327387,0.7063058753482564,0.5291393321942712,0.11393076682825065,0.9564857181997364,0.5139501023455404,1.2564379996308939,1.091812606602066,0.29405154207106154,0
0.5525448084018451,0.3939179793242714,0.9490249747942493,-0.0006678237381625152,0.32267292164407974,0.1276265839453558,0.6301356219374582,0.23298536363159061,0.3604152806691927,0.35497959631993947,1
0.06323359889345026,0.3658914686717352,0.009934516719018648,0.24246711995104764,0.748675152200049,0.9417867731920199,0.7508035987965662,0.3472228809709697,0.4730561093783103,0.32801014979699405,1
0.7956524887756701,0.47889481780848653,-0.2187606691967402,0.5350197398670751,0.9018887773037138,0.25208658079820484,0.2861092433513738,0.1251200816066131,-0.30746343252828456,-0.12465999344592654,1
1.1821834772442088,0.8482858620125747,0.2703211509833183,0.7238244781826896,0.8297244999774819,0.4218115178912988,0.022317172439813848,0.5447041167022082,-0.1759970764481979,0.3754572148742325,0
0.7039696121137037,0.0829206401246921,0.8215876565660083,0.4107601118743086,0.2963869345945986,0.3863908551626665,0.8498471857925088,0.5737849386580336,0.6223523937129644,0.03572745779571893,1
-0.4508697284150322,0.4184302712048731,0.1490816888285511,0.41596226746285764,-0.35318712490651466,0.6381602703250191,0.5835444482301789,-0.11333828673520682,1.1223307904501882,0.46105457353198875,1
0.31510979985767895,0.7973830866728976,0.9558385021998111,0.6859537214344782,-0.054247769559714956,0.6756840401075309,0.7317784035956962,0.9945193322791174,0.8650723809782748,0.48667985315846696,0
0.5853738333914618,0.2974303951530048,0.6941999643287109,0.9367147281678342,0.19079035368705966,0.48798283384639163,0.5198705561852129,0.5232675234919372,0.18637537789176623,0.9832069810155623,0
