feature_0,feature_1,label
0.3834415188257777,0.7917250380826646,1
0.7781567509498505,0.8700121482468192,0
0.6169339968747569,0.9437480785146242,1
0.6976311959272649,0.06022547162926983,0
0.1289262976548533,0.31542835092418386,1
0.5701967704178796,0.43860151346232035,0
0.10204481074802807,0.2088767560948347,1
0.6531083254653984,0.2532916025397821,0
0.11037514116430513,0.6563295894652734,1
0.8209932298479351,0.09710127579306127,0
0.09609840789396307,0.9764594650133958,1
0.9767610881903371,0.604845519745046,0
0.039187792254320675,0.2828069625764096,1
0.29614019752214493,0.11872771895424405,0
0.2653894909394454,0.5232480534666997,1
0.2894060929472011,0.18319136200711683,0
0.020107546187493552,0.8289400292173631,1
0.6778165367962301,0.27000797319216485,0
0.29743695085513366,0.8137978197024772,1
0.8811031971111616,0.5812728726358587,0
0.5013243819267023,0.9560836347232239,1
0.660173537492685,0.29007760721044407,0
0.29828232595603077,0.5699649107012649,1
0.6521032700016889,0.43141843543397396,0
0.36756187004789653,0.4358649252656268,1
0.8061939890460857,0.7038885835403663,0
0.06916699545513805,0.6974287731445636,1
0.9755215050028858,0.855803342392611,0
0.3599780644783639,0.729990562424058,1
0.5210366062041293,0.05433798833925363,0
0.01852179446061397,0.7936977033574206,1
0.7044144019235328,0.03183892953130785,0
0.23789282137450862,0.9342139979247938,1
0.7301220295167696,0.31194499547960186,0
0.06724963146324858,0.6793927734985673,1
0.9903389473967044,0.21689698439847394,0
0.38346389417189797,0.5883171135536057,1
0.6874882763878153,0.21550767711355845,0
0.21331197736748198,0.5182007139306632,1
0.8638556059232314,0.11753185596203308,0
0.1320681063451533,0.7168596811925937,1
0.565421311858509,0.18327983621407862,0
0.7486636198505473,0.9037197397459334,1
0.5521924699224066,0.5844760689557689,0
0.4856275959346229,0.9774951397444468,1
0.9413777047064986,0.7992025873523917,0
0.01323685775889949,0.34723351793221957,1
0.9818293898182532,0.47837030703998806,0
0.13690027168559893,0.8221177331942455,1
0.511318982546456,0.22431702897473926,0
0.08110138998799676,0.40724117141380733,1
0.13248763475798297,0.05342718178682526,0
0.011427458625031028,0.7705807485027762,1
0.6720478073539145,0.24536720985284477,0
0.5573687913239169,0.8605511738287938,1
0.27032790523871464,0.1314827992911276,0
0.45614056680047965,0.6832813355476804,1
0.7786953959411034,0.7774075618487531,0
0.37381313793256143,0.587599635196389,1
0.3708527992178887,0.19705428018563964,0
0.044612301254114084,0.799795884570618,1
0.518835148831526,0.3068100995451961,0
0.03536243575549092,0.43040243950806123,1
0.2775960977317661,0.1288605654663202,0
0.4569114216457658,0.8820414102298896,1
0.7241676366115433,0.399025321703102,0
0.3277204015571189,0.7567786427368892,1
0.24002027337970955,0.16053882248525642,0
0.5909841653236849,0.8577226441935546,1
0.9518744768327362,0.5757511620448724,0
0.15941446344895593,0.6288984390617004,1
0.3553688484719296,0.3567068904025429,0
0.18523232523618394,0.4012595008036087,1
0.8694885305466322,0.4541623969075518,0
0.23274412927905685,0.6144647064768743,1
0.13105523121525775,0.01203622289765427,0
0.6184802595127479,0.9742562128180503,1
0.4090540953730616,0.16295442604660537,0
0.49030534654873714,0.9894097772844315,1
0.7832344383138131,0.2883984973314939,0
0.4240889884358493,0.554687808661419,1
0.7065747062729789,0.414856869333564,0
0.046007310887296926,0.2326269928297655,1
0.9689717046703518,0.9049483455499269,0
0.1059061548822322,0.9509526110553941,1
0.6897682650777505,0.05835635898058866,0
0.171853099047643,0.4492916486877381,1
0.8391891222586524,0.23774182601563876,0
0.5922304187618368,0.8967611582244098,1
0.5520782766919708,0.2716527676061459,0
0.37303486388074747,0.5249704422542643,1
0.8623185468359024,0.04869029597552854,0
0.3484759890334971,0.7400975256176825,1
0.5436780538280952,0.2826996509455366,0
0.3726790698209955,0.5305372145627818,1
0.6222310588397949,0.2790679482285984,0
0.11570323332709365,0.5771402440203418,1
0.6003922370976396,0.5887396099702882,0
0.016871673370039697,0.6964824307014501,1
0.5098071966215841,0.33396486959680916,0
0.09724292563242465,0.44203563772992527,1
0.6939564109345475,0.09088573203240946,0
0.41030156269012563,0.6232946730201306,1
0.6188261682413765,0.13346147093493443,0
0.03603381742856948,0.17477200416093996,1
0.9521426972954208,0.3000289194759296,0
0.0764867690302854,0.6964631446525006,1
0.6725823112965214,0.5289399290308832,0
0.32798800090807967,0.6803486660150015,1
0.607249374011541,0.4776465028764161,0
0.238413280924058,0.5145127432987567,1
0.45651989126265535,0.3374773817642399,0
0.34339172879091606,0.5910269008704913,1
0.97622566345382,0.8897936564455402,0
0.24190170420148482,0.4322814811812986,1
0.11732048038481102,0.10700414019379156,0
0.745398073947293,0.8481503803469849,1
0.983426242260642,0.3998016922245259,0
0.14780867669727238,0.6849344386835594,1
0.8620625958512073,0.09725799478764063,0
0.16902540612916128,0.8595808364196215,1
0.4706209039180729,0.11583400130088528,0
0.27125207676186414,0.4037927406673345,1
0.6713834786701531,0.34471812737550767,0
0.43176012765431926,0.6145276998103207,1
0.8224067383556903,0.6534211611136369,0
0.6063081330450851,0.7032174964672158,1
0.959142251977975,0.10329815508513862,0
0.029190234848913255,0.534916854927084,1
0.5241838603937582,0.3650998770600098,0
0.01912289744868978,0.5181498137911743,1
0.37321595574479416,0.22286381801498023,0
0.08531092311870336,0.22139644629277222,1
0.26503969836448205,0.06614946211695472,0
0.559682405823448,0.7734555444490305,1
0.7592824517166681,0.3645446259967866,0
0.26090449938105975,0.4959702953734696,1
0.6128667531169923,0.0813695988533053,0
0.7196201578422882,0.9663899714378934,1
0.9308187172979732,0.5207614372418605,0
0.0013833499989991394,0.24768502249231594,1
0.8587774682319022,0.458503167066445,0
0.3361022663998874,0.8806781230470796,1
0.9918903291546294,0.37674126696098675,0
0.16604782452124567,0.9227566102253654,1
0.7781715954502542,0.8442349615530241,0
0.4269043602110737,0.8428548878354571,1
0.3041986915994078,0.07535906908334034,0
0.10761770514958191,0.568217593669845,1
0.5964330653496227,0.11752564290363765,0
0.24217859412608544,0.2503982128535728,1
0.4083029083397448,0.3774065725888873,0
0.70903546018329,0.954333815392692,1
0.8975427646494055,0.7699671862500889,0
0.40302600240428865,0.7452329600321291,1
0.48767632353820756,0.0005459648969956543,0
0.06355377483615843,0.20825325212148382,1
0.8028933715613342,0.15914623694224284,0
0.11566187190501331,0.7278881583695115,1
0.8119385616910193,0.47938454938918806,0
0.04934894678843971,0.29288856502701466,1
0.41810921174800086,0.17295135427115638,0
0.5156383466512517,0.8890599531897286,1
0.9195074069058207,0.7104557595044916,0
0.3589952783396321,0.9371170419405177,1
0.8735568272907714,0.4918922317083445,0
0.18551789752317627,0.5326685874713607,1
0.43307744910126844,0.3573468796779544,0
0.2899134495919554,0.5777094243168404,1
0.7955903685432131,0.34453046075431226,0
0.5678460014775075,0.6211692473670547,1
0.8667885432590956,0.6277347561952844,0
0.41669175690871096,0.8108386151289514,1
0.21145479578241355,0.059383188005789234,0
0.11589846882587973,0.8998667430000302,1
0.9804856634690068,0.09645086069738418,0
0.3423423766251579,0.7573641432377087,1
0.6573189166171418,0.5173260835160801,0
0.03855724605899835,0.7731100525054192,1
0.9031496468515715,0.042924190608832014,0
0.09973294723475401,0.47558911708484375,1
0.2981873596630641,0.1509348973110416,0
0.310839977143316,0.7186263903411519,1
0.853606042296272,0.8894479088158666,0
0.3165007454536064,0.482584241712101,1
0.7348137746305611,0.17649938888906014,0
0.5063122240233886,0.9998085781169653,1
0.5349081983832014,0.2902480425599284,0
0.5910653808339902,0.9217190668708333,1
0.7239413985013259,0.5591737821017022,0
0.49236140669088413,0.8738321783347182,1
0.7368531616807855,0.09767636744772412,0
0.01006369565609333,0.47582619585722274,1
0.5200814166356731,0.03066104832571792,0
0.10747256776880454,0.2875445022805615,1
0.48945863543469814,0.2436778752812322,0
0.18534858697938283,0.995815292959635,1
0.4714573193542654,0.0680930992421066,0
0.3167306665534563,0.6267064759591049,1
0.2656325475414473,0.01350870662671888,0
0.25611379502001796,0.8237176720231694,1
0.71514325202536,0.5580512366572625,0
0.011355128512192558,0.5112217875736866,1
0.8590026396580586,0.15202722720956952,0
0.1858976028554975,0.6915081078315353,1
0.6394627744740102,0.5206777914825536,0
0.7008556494477377,0.9132843408854808,1
0.3542248218272628,0.12027734497946962,0
0.8281466132166949,0.985108679337132,1
0.5189899203864318,0.06607426385167192,0
0.16368426115164847,0.44137414333248615,1
0.5220624206822644,0.03516005971619418,0
0.11052229405266056,0.6308318084098038,1
0.9878891693335261,0.6033229922907446,0
0.19891133466685962,0.95612315955996,1
0.6383901057769485,0.2808594946322427,0
0.2687090287568493,0.8002556035835235,1
0.7510322995349188,0.15597792803445654,0
0.01809635820147515,0.5905853790479337,1
0.7986892488839027,0.9234555382041066,0
0.3884041171691053,0.48627208632931485,1
0.9838538296816167,0.6973302508300515,0
0.2637676864504621,0.9446257184221241,1
0.6646655865344386,0.42305444016612115,0
0.36747532225192725,0.7068718094201221,1
0.9279761665983579,0.8668609136593749,0
0.3695235401396495,0.3798939037860174,1
0.668218229542771,0.2867166830403943,0
0.3442891646989389,0.5488492673993047,1
0.8075638041598735,0.051007308828755815,0
0.14837893767737564,0.7732591260670232,1
0.9829991349165325,0.9822477772883441,0
0.11861551836576589,0.9382561369639623,1
0.1858167482259957,0.1047361066812933,0
0.4248539212016895,0.664197105081149,1
0.08579460051983512,0.06268886202364055,0
0.16931269054360076,0.9650949732179694,1
0.8054624374049966,0.5861079417411448,0
0.5120807159237846,0.9717630761139511,1
0.7879157509538762,0.5552941074669596,0
0.11891694214601356,0.4175392009968566,1
0.955046681006283,0.9792863199891774,0
0.35909708773029625,0.8877008357273198,1
0.4299967804707131,0.035742682500483736,0
0.502105580724113,0.7861884994650608,1
0.7935673680483519,0.30065115869676684,0
0.10231681588759423,0.292177365167522,1
0.8451540869957204,0.3827642192427715,0
0.15236448365130972,0.9960712710101872,1
0.8671145415936629,0.294266164129689,0
0.09781016147905275,0.8843603632419503,1
0.711870450893322,0.05373354735373537,0
0.16743581945953923,0.821903908407869,1
0.8830775973191353,0.9665751069241639,0
0.3421038752037887,0.8234717190675371,1
0.9608125288226779,0.0651214685488184,0
0.5579874006096327,0.9824448830007099,1
0.6658713983098399,0.4008795636319853,0
0.5323203282585608,0.7031890160156643,1
0.5775900900433487,0.07527727983273447,0
0.3712869442824993,0.7665910506061583,1
0.7079823546511866,0.7672100660540969,0
0.7396325011799493,0.9568705691056464,1
0.7932816727570482,0.6599705485232624,0
0.7748797793474019,0.9440324664280993,1
0.7018404829444163,0.030192773268711615,0
0.44447895535227,0.5023932939071011,1
0.6455442945794939,0.3448565866227481,0
0.48714812691737464,0.9903685221395796,1
0.11834943401946907,0.02519028929050615,0
0.12208560683646719,0.2596002334976195,1
0.20986047387014195,0.13230567485306288,0
0.10185461524821648,0.13417363807828764,1
0.2987503108519409,0.2550637853166394,0
0.10668244680271344,0.4087738294698373,1
0.8847648222993799,0.7019775951661972,0
0.13168728181445688,0.3970136667776334,1
0.2848855205537312,0.10398807754342043,0
0.48345899817102334,0.88118825140944,1
0.5265840288204692,0.5379457791519024,0
0.305188702693029,0.9834339782345762,1
0.7690469943201406,0.6778949696185212,0
0.19645099182095394,0.6715276967657582,1
0.5147671040351863,0.14043952137105298,0
0.3538190325726409,0.3782678171051327,1
0.9832748650501553,0.03042651533700591,0
0.22774099334728648,0.44679332036908115,1
0.9296187394467544,0.6672147067866749,0
0.5509939701854862,0.98046645884063,1
0.7719308674089599,0.41308612590388627,0
0.07382628156424853,0.49096638554047445,1
0.7998654355823109,0.3109303803440895,0
0.19399079760019733,0.4810424481098726,1
0.8625592497840949,0.586277321520618,0
0.3502712073448542,0.9197379807712738,1
0.6405645935212184,0.6886483169837135,0
0.5144803410895479,0.5468681788063412,1
0.7689194362148217,0.8565674676693013,0
0.034267040352229494,0.9985265777083543,1
0.740347196631592,0.8210151951243089,0
0.7137177590011357,0.9154076488518006,1
0.9191710007237996,0.4116264595084367,0
0.19889221776744814,0.6568383469519833,1
0.6844985465240676,0.41733314206259575,0
0.39312241522341707,0.5897118179929232,1
0.9290661572687678,0.05352962020731811,0
0.11222431582828851,0.19333464076691398,1
0.9890884372297908,0.6628564785571198,0
0.00036734375145786036,0.2737326293884642,1
0.6383628950006773,0.1017702665445448,0
0.41512525483179386,0.5199849899533098,1
0.79895316400818,0.07799281787582457,0
0.06659633223555117,0.23597038524157,1
0.6716898576108536,0.470321282336041,0
0.24029232003016665,0.7631402302547929,1
0.5620661107547191,0.4562225019615531,0
0.42880977016034294,0.5551938823233694,1
0.851198471715004,0.771077346815188,0
0.3772689326657602,0.9260265066284805,1
0.6143462999796309,0.22149017880295774,0
0.43125784684189816,0.6726271392574619,1
0.8526890057422694,0.032775901293363385,0
0.5168330403809708,0.9829264779958555,1
0.8996517033276689,0.11646325416191616,0
0.7284739655410148,0.9006752388088651,1
0.8496898764211883,0.03294544853123238,0
0.23125495297968846,0.3078740979600233,1
0.8080493403229045,0.9270205687863958,0
0.21727897233783133,0.7428982920807213,1
0.286329546873449,0.16674158011136264,0
0.3216976184636222,0.426593909598879,1
0.3883331664744526,0.09412243608551696,0
0.08044851553740051,0.6012277576745202,1
0.8907643464500933,0.8061241514404441,0
0.009059999522384898,0.19172410992184563,1
0.6161829906159595,0.3842731752423184,0
0.3126898434860351,0.884324226389135,1
0.5666693393630345,0.4768013639288602,0
0.17117204815515852,0.4318426506497062,1
0.7716028066943498,0.5439214998029848,0
0.07260006654760531,0.766669301027875,1
0.3685989199435754,0.21927938520306756,0
0.144240102021566,0.840016697735278,1
0.7487223064086382,0.5611209274297748,0
0.2780502383012221,0.5469500618445636,1
0.9682043910905087,0.22619630084200637,0
0.3258548420037962,0.5025093969698047,1
0.7047321944166701,0.6229683229783043,0
0.01331611324646731,0.6062619062265414,1
0.818101050024029,0.34060464388435197,0
0.3154651571670559,0.599581346373995,1
0.9090927570285632,0.18736090142632278,0
0.2019664284242032,0.6937233386722279,1
0.9301263622436969,0.1812676621478424,0
0.6155972191096447,0.9465570860740017,1
0.9178766169931135,0.08105378863406154,0
