feature_0,feature_1,feature_2,label
5.448831829968968,4.236547993389047,6.458941130666561,1
0.18789800436355142,6.176354970758771,6.120957227224214,0
4.3703195379934145,6.976311959272649,0.6022547162926983,1
3.1542835092418384,3.637107709426226,5.701967704178797,0
1.6130951788499626,6.531083254653984,2.532916025397821,1
1.201965612131689,2.9614019752214493,1.1872771895424405,0
5.666014542065751,2.653894909394454,5.232480534666997,1
2.894060929472011,1.8319136200711683,5.865129348100831,0
2.7000797319216483,7.351940221225949,9.621885451174382,1
0.19193198309333526,3.0157481667454933,6.60173537492685,0
2.9828232595603077,5.6996491070126485,5.908727612481732,1
4.071832972259997,0.6916699545513805,6.974287731445637,0
8.55803342392611,0.11714084185001972,3.599780644783639,1
1.9999652489640007,0.18521794460613972,7.936977033574206,0
5.772285886041676,2.3789282137450862,9.342139979247937,1
0.5802916032387562,4.344166255581207,3.117958819941026,0
0.6724963146324858,6.793927734985673,4.536968445560453,1
2.5394164259502583,2.13311977367482,5.1820071393066325,0
4.6357542436481065,2.7762870629473193,5.8678434645816875,1
1.8327983621407862,1.4484775934337724,4.880562806489546,0
9.037197397459334,0.8342243544201855,5.521924699224066,1
1.0029394226549782,0.16429629591474204,9.295293167921905,0
8.765052453165907,3.3815895183684566,9.615701545414986,1
3.4723351793221955,1.4814086094816503,9.818293898182532,0
1.3690027168559893,8.221177331942455,1.8984791190275796,1
4.072411714138074,2.322341421709427,1.3248763475798297,0
6.7204780735391445,2.4536720985284477,4.205394666800984,1
1.314827992911276,0.5537432042119794,3.015986344809425,0
7.885455123065187,0.568480764332403,6.969972417249873,1
1.9705428018563964,4.598558837560073,0.44612301254114084,0
5.775429488313755,9.59433340833425,6.455702444560039,1
4.240322518898419,2.586840668894077,8.490383084285108,0
9.292914173027139,0.9961493022127133,9.453015334790795,1
6.144647064768743,0.3307459147550562,0.15606064446828216,0
1.1548429713874808,6.184802595127479,9.742562128180502,1
0.46007310887296926,2.326269928297655,3.4851936949256324,0
2.965562650640299,9.920112434144741,2.4942004105645124,1
2.7243689546596253,3.7905689607742854,3.7429618332091605,0
3.044684073773195,8.391891222586525,2.3774182601563876,1
0.7086977818420837,2.9279403144051885,1.5235470568773046,0
8.9538588428821,9.67794671798502,5.468849016694222,1
4.017135353795986,2.48413465082971,5.058663838253084,0
3.3350746579127533,9.241587666207636,8.623185468359024,1
4.059423219682837,0.24313199710157773,3.426109843415903,0
5.771402440203418,6.95270005904686,6.719571405958224,1
0.9088573203240946,2.2775950153786093,4.103015626901256,0
9.805801327872825,8.71785734755493,5.027207611453241,1
1.7477200416093996,3.8913467710118574,9.521426972954208,0
9.07875594354326,1.6023046632014326,6.611175115080995,1
0.39615522579517726,0.5994429824957326,0.6107853706678734,0
5.289399290308832,3.0444636434737826,9.979622513286735,1
1.7465838539500578,3.279880009080797,6.803486660150016,0
2.38413280924058,5.145127432987567,3.6792758053704135,1
0.968039531783742,3.4339172879091606,5.910269008704913,0
7.214066679599524,6.375826945307929,8.130538632474607,1
3.3549816967589963,1.4768557820670736,0.6263600305980976,0
9.58740923056593,1.1732048038481102,1.0700414019379156,1
1.1583400130088528,4.570587613313673,9.799623263423094,0
4.0379274066733455,3.998121400093307,6.713834786701531,1
5.369230010823904,1.1047711099174473,4.050356132969499,0
1.097844580625007,6.063081330450851,7.032174964672158,1
0.29190234848913255,5.349168549270839,4.042436179392588,0
5.181498137911743,8.427768626848422,3.7321595574479414,1
1.0001406092155518,2.6503969836448205,0.6614946211695472,0
7.734555444490305,4.564095653390666,1.5336887785934572,1
5.2437981107722,1.1738029417055718,1.598452868541913,0
7.196201578422881,9.663899714378934,5.0763554724076485,1
0.013833499989991394,2.4768502249231594,3.182335091770624,0
8.806781230470795,9.450267769403913,9.918903291546293,1
2.448894794200994,2.1645726094420983,1.6604782452124567,0
7.781715954502541,8.442349615530242,1.390727011486128,1
1.5638334886796301,3.0419869159940784,0.7535906908334034,0
5.964330653496227,1.1752564290363765,9.758838684185333,1
4.8339353520239206,0.3999280190071697,6.39705106075127,0
9.54333815392692,3.519362404956907,8.975427646494055,1
1.8303329207992114,4.030260024042887,7.452329600321291,0
2.153982043432382,8.583376386342625,8.028933715613341,1
4.835181274274587,1.4031601792341941,3.5899527833963205,0
6.002128681312939,9.6319729526038,1.4780133406539042,1
3.481919427465201,2.1145479578241355,0.5938318800578923,0
0.5687725914535546,9.804856634690069,0.9645086069738418,1
0.9973294723475401,4.755891170848438,8.200224358697518,0
