feature_0,feature_1,feature_2,label
5.4881350392732475,7.151893663724195,6.027633760716439,1
0.2021839744032572,8.32619845547938,7.781567509498505,0
9.78618342232764,7.9915856421672355,4.6147936225293185,1
1.1827442586893322,6.399210213275238,1.433532874090464,0
5.218483217500717,4.146619399905235,2.64555612104627,1
1.289262976548533,3.1542835092418384,3.637107709426226,0
4.386015134623204,9.883738380592263,1.0204481074802807,1
1.6130951788499626,6.531083254653984,2.532916025397821,0
3.687251706609641,8.209932298479352,0.9710127579306127,1
0.39187792254320675,2.828069625764096,1.201965612131689,0
5.759464955561793,9.292961975762141,3.1856895245132364,1
1.3179786240439217,7.163272041185655,2.894060929472011,0
7.351940221225949,9.621885451174382,2.48753143519958,1
2.9828232595603077,5.6996491070126485,5.908727612481732,0
6.5320081985713365,6.521032700016889,4.31418435433974,1
3.6756187004789656,4.358649252656268,8.91923355015672,0
7.142412995491114,9.988470065678666,1.4944830465799375,1
1.6249293467637482,6.155595642838442,1.2381998284944151,0
8.073189587250107,5.691007386145933,4.071832972259997,1
0.11714084185001972,3.599780644783639,7.29990562424058,0
3.453516806969027,9.28081293465591,7.044144019235327,1
1.6469415649791275,6.214784014997635,5.772285886041676,0
9.342139979247937,6.13965955965896,5.356328030249583,1
2.0984374897512215,1.8619300588033616,9.443723899839336,0
6.963434888154595,3.777518392924809,1.796036775596348,1
0.6724963146324858,6.793927734985673,4.536968445560453,0
8.966712930403421,9.903389473967044,2.1689698439847396,1
2.6332237673715064,0.2065099946572868,7.583786538361414,0
3.8346389417189797,5.883171135536057,8.310484552361904,1
2.5394164259502583,2.13311977367482,5.1820071393066325,0
8.638556059232315,1.1753185596203308,5.1737910715411415,1
1.8327983621407862,1.4484775934337724,4.880562806489546,0
9.40431945252813,7.653252538069653,7.486636198505473,1
0.8342243544201855,5.521924699224066,5.844760689557688,0
0.16429629591474204,9.295293167921905,6.6991654659091004,1
2.817301057539491,5.864101661863267,0.6395526612098112,0
9.774951397444468,8.765052453165907,3.3815895183684566,1
0.1323685775889949,3.4723351793221955,1.4814086094816503,0
4.783703070399881,4.973913654986627,6.394725163987236,1
5.11318982546456,2.2431702897473924,0.9784448449403405,0
9.729194890231303,9.608346580630002,9.065554992211789,1
3.331451520286419,0.8110138998799676,4.072411714138074,0
8.605511738287937,7.270442627113283,2.7032790523871464,1
0.5537432042119794,3.015986344809425,2.6211814923967824,0
6.832813355476804,6.956254456388572,2.835188465821666,1
2.5942256434535493,3.7381313793256146,5.87599635196389,0
9.59433340833425,6.455702444560039,0.3536243575549092,1
2.775960977317661,1.2886056546632019,3.9267567654709437,0
1.8713089175084474,9.03983954928237,5.438059500773264,1
6.360610554471413,2.4002027337970953,1.6053882248525642,0
9.591666030352226,4.581388272600428,5.90984165323685,1
1.5941446344895593,6.288984390617004,3.984342586196771,0
0.3330462654669619,9.589827218634735,3.553688484719296,1
0.1632850268370789,1.8523232523618394,4.0125950080360875,0
0.9961493022127133,9.453015334790795,8.694885305466322,1
3.2670088176826004,2.3274412927905685,6.144647064768743,0
6.184802595127479,9.742562128180502,9.90345001560894,1
1.6295442604660537,6.387617573665293,4.903053465487371,0
2.41418620076574,6.62504571532676,2.4606318499096447,1
0.46007310887296926,2.326269928297655,3.4851936949256324,0
9.854914276432975,9.689717046703517,9.049483455499269,1
0.5835635898058866,7.3070909912747615,8.817202123338397,0
3.044684073773195,8.391891222586525,2.3774182601563876,1
0.7086977818420837,2.9279403144051885,1.5235470568773046,0
8.9538588428821,9.67794671798502,5.468849016694222,1
5.520782766919709,2.7165276760614585,4.55444149450027,0
3.3350746579127533,9.241587666207636,8.623185468359024,1
2.5364252425682277,4.46135512659202,1.0462788874247408,0
7.4009752561768245,6.805144811428258,6.223844285660048,1
2.0492368695970176,3.416981148647321,6.762424822774628,0
5.305372145627818,9.22111461767193,0.8949454503290011,1
0.24313199710157773,3.426109843415903,6.222310588397949,0
6.95270005904686,6.719571405958224,9.488610207205074,1
7.90840163227405,0.9724292563242465,4.420356377299253,0
4.103015626901256,6.232946730201307,8.869607812174175,1
4.402637528294918,0.764867690302854,6.964631446525006,0
9.077329574850395,7.39883917829101,8.98062357213735,1
5.289399290308832,3.0444636434737826,9.979622513286735,0
9.704936935959775,1.3343943174560402,0.968039531783742,1
3.3549816967589963,1.4768557820670736,0.6263600305980976,0
4.322814811812986,5.219962736299824,7.730835540548716,1
1.1732048038481102,1.0700414019379156,5.896947230135508,0
8.481503803469849,9.358320802167885,9.83426242260642,1
3.8033518352757314,1.4780867669727238,6.849344386835594,0
8.620625958512072,0.9725799478764063,4.977769078253418,1
2.415570400399184,1.6902540612916128,8.595808364196214,0
9.799623263423094,4.2370635345547285,8.571249175045674,1
2.712520767618641,4.0379274066733455,3.998121400093307,0
3.447181273755077,7.137668684100164,6.391868992253925,1
5.369230010823904,1.1047711099174473,4.050356132969499,0
6.347863229336948,9.59142251977975,1.0329815508513862,1
0.29190234848913255,5.349168549270839,4.042436179392588,0
5.181498137911743,8.427768626848422,3.7321595574479414,1
0.8053200347184408,0.8531092311870336,2.213964462927722,0
8.56276179622782,1.6212026070883323,5.59682405823448,1
4.564095653390666,1.5336887785934572,1.9959614212011434,0
7.510216488563985,9.272118073731178,0.2895254902696054,1
5.010631728347521,3.7638915519435123,3.6491183602123813,0
4.959702953734696,6.817399450693612,2.7734027130524352,1
1.1738029417055718,1.598452868541913,0.46806354712188747,0
0.813695988533053,8.818965030968323,7.196201578422881,1
5.0763554724076485,3.0040368315848722,5.495005727952714,0
3.182335091770624,8.587774682319022,4.58503167066445,1
2.1645726094420983,1.6604782452124567,9.227566102253654,0
4.530942454488784,4.939578339872234,7.781715954502541,1
1.390727011486128,4.269043602110737,8.428548878354572,0
1.1752564290363765,9.758838684185333,9.325612038573404,1
2.4217859412608544,2.5039821285357275,4.8339353520239206,0
6.39705106075127,4.083029083397448,3.7740657258888732,1
1.1242731721231125,2.12434361294041,1.8303329207992114,0
7.452329600321291,5.269074490521803,4.876763235382075,1
4.254017253550547,0.6355377483615843,2.082532521214838,0
2.153982043432382,8.583376386342625,8.028933715613341,1
6.0571195727027884,1.1566187190501331,7.278881583695115,0
8.119385616910193,4.79384549389188,9.14863087833383,1
1.7295135427115638,1.0721074542854603,8.173391114616214,0
8.822836719191073,7.33289134316726,4.097262056307436,1
0.0515296426902323,6.941578513691256,9.195074069058206,0
3.5899527833963205,9.371170419405177,9.233053075587083,1
1.4780133406539042,2.5691664368666913,8.735568272907715,0
8.989610922270316,1.8551789752317627,5.326685874713607,1
3.1654255989247604,4.468769639461991,4.330774491012685,0
9.149707703156185,7.317441854328928,7.2754699133152965,1
1.2012018216347597,3.3447374149611484,1.7537206951524387,0
8.998667430000303,0.5687725914535546,9.804856634690069,1
7.255735341014894,0.3855724605899835,7.731100525054192,0
9.031496468515716,0.42924190608832014,3.3307203447431877,1
1.509348973110416,3.302670356968992,8.13880141920636,0
3.359775423402552,7.27771273214418,8.151993953143135,1
1.7979529083354162,3.4550565635633443,4.800608878207556,0
8.53606042296272,8.894479088158665,2.201038607809064,1
1.114960572987156,4.589698601820683,3.2233353804661813,0
4.82584241712101,7.298276355292676,0.691826587923895,1
5.349081983832013,2.9024804255992844,3.0417355738924656,0
9.217190668708334,8.05263855579175,7.239413985013259,1
0.12171156943258765,3.228295375480875,2.295674446919498,0
9.384120216943856,2.286465509829455,6.771411441114241,1
0.1006369565609333,4.758261958572227,7.087703909410487,0
8.7952148302373,5.20081416635673,0.3066104832571792,1
2.875445022805615,4.567036258604842,0.20950069267730465,0
7.532401195921769,2.358342241056355,6.204999002799877,1
4.904199084362752,1.8534858697938283,9.95815292959635,0
9.649249408484396,7.193890620039736,3.499928436301689,1
2.653033245370474,1.2729402542007473,5.258089530767229,0
3.1673066655345625,6.267064759591049,7.275436095907498,1
0.1350870662671888,4.837528647017361,2.5611379502001794,0
7.1514325202536,5.580512366572625,7.0494806192275945,1
0.05310047614667801,0.11355128512192558,5.112217875736866,0
0.5107548016925678,9.655166391374733,8.590026396580585,1
1.858976028554975,6.915081078315353,1.089037388413262,0
9.750946802120465,6.394627744740102,5.206777914825535,1
3.542248218272628,1.2027734497946962,7.549011041375683,0
9.670549180772195,6.150580206350962,5.524390589916331,1
0.6607426385167192,4.72413789171073,4.382559469717036,0
0.3516005971619418,9.062314197872842,8.16364305519856,1
6.033229922907446,1.2802087045081667,5.831928309905282,0
1.9891133466685962,9.5612315955996,3.3044057260284387,1
3.923189400654594,2.2121812773159233,6.837264472760463,0
